index,filename,width,height,mode,has_alpha,size_bytes,status,category,slug,copy_path,notes
01,hf_20260703_003154_cc4fb090-98b8-492f-a9e0-11c76a0ff1f8.png,2048,2048,RGB,False,6947040,selected,zodiac-emblems,zodiac_aries,selected/zodiac-emblems/archive10_zodiac_aries__idx01__hf_20260703_003154_cc4fb090-98b8-492f-a9e0-11c76a0ff1f8.png,"Aries emblem. Strong, usable as PNG guard/emblem."
02,hf_20260703_003158_d7638ac4-ff7c-4378-94b9-3ec82e74b4d3.png,2048,2048,RGB,False,6115415,selected,zodiac-emblems,zodiac_taurus,selected/zodiac-emblems/archive10_zodiac_taurus__idx02__hf_20260703_003158_d7638ac4-ff7c-4378-94b9-3ec82e74b4d3.png,"Taurus emblem. Strong, usable as PNG guard/emblem."
03,hf_20260703_003204_91d9dc62-b3bd-4b72-a0ee-7d22a9161778.png,2048,2048,RGB,False,5256580,selected,zodiac-emblems,zodiac_gemini,selected/zodiac-emblems/archive10_zodiac_gemini__idx03__hf_20260703_003204_91d9dc62-b3bd-4b72-a0ee-7d22a9161778.png,Gemini candidate. Uses paired bodies/orbits rather than literal glyph.
04,hf_20260703_003211_64f6be6a-65e9-428d-a454-c88584fc42dd.png,2048,2048,RGB,False,6805555,selected,zodiac-emblems,zodiac_cancer,selected/zodiac-emblems/archive10_zodiac_cancer__idx04__hf_20260703_003211_64f6be6a-65e9-428d-a454-c88584fc42dd.png,"Cancer emblem. Strong, premium copper style."
05,hf_20260703_003353_f9ac2596-00a2-420d-97cb-b13d6faaf7bb.png,2048,2048,RGB,False,5456546,selected,zodiac-emblems,zodiac_leo,selected/zodiac-emblems/archive10_zodiac_leo__idx05__hf_20260703_003353_f9ac2596-00a2-420d-97cb-b13d6faaf7bb.png,Leo/solar emblem candidate. Usable but check semantic clarity.
06,hf_20260703_003402_27763f80-e0f5-46fa-aabd-578ba0d15228.png,2048,2048,RGB,False,7030695,selected,zodiac-emblems,zodiac_virgo,selected/zodiac-emblems/archive10_zodiac_virgo__idx06__hf_20260703_003402_27763f80-e0f5-46fa-aabd-578ba0d15228.png,"Virgo emblem. Wheat/harvest form, strong."
07,hf_20260703_003406_065caee0-5c2d-4dc0-9624-727d00858987.png,2048,2048,RGB,False,7091605,selected,zodiac-emblems,zodiac_libra,selected/zodiac-emblems/archive10_zodiac_libra__idx07__hf_20260703_003406_065caee0-5c2d-4dc0-9624-727d00858987.png,Libra emblem. Strong balance/horizon interpretation.
08,hf_20260703_003410_e829a6c6-2b8a-4ba9-a6c0-b42e9e3b53a3.png,2048,2048,RGB,False,5923989,selected,zodiac-emblems,zodiac_scorpio,selected/zodiac-emblems/archive10_zodiac_scorpio__idx08__hf_20260703_003410_e829a6c6-2b8a-4ba9-a6c0-b42e9e3b53a3.png,Scorpio emblem. Strong but more figurative than glyphic.
09,hf_20260703_003506_eb1fa336-455b-4496-9789-30abcaa0b7d8.png,2048,2048,RGB,False,6004589,selected,zodiac-emblems,zodiac_sagittarius,selected/zodiac-emblems/archive10_zodiac_sagittarius__idx09__hf_20260703_003506_eb1fa336-455b-4496-9789-30abcaa0b7d8.png,Sagittarius emblem. Strong arrow/orbit interpretation.
10,hf_20260703_003511_53a1bdc8-e628-4121-8aa4-938e37dbeccf.png,2048,2048,RGB,False,6271284,needs_review,zodiac-emblems,zodiac_capricorn_review,needs-review/zodiac-emblems/archive10_zodiac_capricorn_review__idx10__hf_20260703_003511_53a1bdc8-e628-4121-8aa4-938e37dbeccf.png,"Capricorn candidate, but reads like monogram/logo; likely regenerate."
11,hf_20260703_003515_ce66e3f6-b9d0-48dc-92e7-4a54e92d0ddf.png,2048,2048,RGB,False,6201300,selected,zodiac-emblems,zodiac_aquarius,selected/zodiac-emblems/archive10_zodiac_aquarius__idx11__hf_20260703_003515_ce66e3f6-b9d0-48dc-92e7-4a54e92d0ddf.png,Aquarius candidate. Abstract flowing orbital lines; check semantic clarity.
12,hf_20260703_003520_5fd1110b-bd53-4305-a356-2e5e56b3ffc8.png,2048,2048,RGB,False,6292331,selected,zodiac-emblems,zodiac_pisces,selected/zodiac-emblems/archive10_zodiac_pisces__idx12__hf_20260703_003520_5fd1110b-bd53-4305-a356-2e5e56b3ffc8.png,Pisces candidate. Paired bodies/orbit relationship.
13,hf_20260703_003614_c454f3b4-fa60-4ee5-8f4b-e48605c67cde.png,2048,2048,RGB,False,5995909,selected,app-symbols,vinculo_two_bodies_orbit,selected/app-symbols/archive10_vinculo_two_bodies_orbit__idx13__hf_20260703_003614_c454f3b4-fa60-4ee5-8f4b-e48605c67cde.png,Vinculo/compatibility symbol. Strong for relationship modules.
14,hf_20260703_003616_9367b8c6-5c8c-466f-b55b-5404890e2123.png,2048,2048,RGB,False,5380420,selected,zodiac-alternates,zodiac_sagittarius_alt_3d,selected/zodiac-alternates/archive10_zodiac_sagittarius_alt_3d__idx14__hf_20260703_003616_9367b8c6-5c8c-466f-b55b-5404890e2123.png,"Sagittarius alternate. More object-like, useful if the line emblem feels too flat."
15,hf_20260703_003620_1a5dde8e-83bb-4467-92aa-05390062a68b.png,2048,2048,RGB,False,5895393,selected,backgrounds,chart_orbital_ring_system,selected/backgrounds/archive10_chart_orbital_ring_system__idx15__hf_20260703_003620_1a5dde8e-83bb-4467-92aa-05390062a68b.png,Carta/transitos backplate. Good circular frame/diagram texture.
16,hf_20260703_003624_d05c1e75-2bbe-4074-84ab-0a3205f4f5aa.png,2048,2048,RGB,False,4625317,selected,app-symbols,topic_love_or_vinculo_heart_orbit,selected/app-symbols/archive10_topic_love_or_vinculo_heart_orbit__idx16__hf_20260703_003624_d05c1e75-2bbe-4074-84ab-0a3205f4f5aa.png,Love/vinculo symbol. Strong but literal heart; use selectively.
17,hf_20260703_003718_8514d35e-ba6a-4774-a6b8-f3dc52c0e07c.png,2048,2048,RGB,False,5400623,selected,moon-phases,moon_phase_new_crescent_edge,selected/moon-phases/archive10_moon_phase_new_crescent_edge__idx17__hf_20260703_003718_8514d35e-ba6a-4774-a6b8-f3dc52c0e07c.png,Dark moon with copper crescent edge.
18,hf_20260703_003720_cd8f386a-ae56-43a2-befd-3c0349168199.png,2048,2048,RGB,False,5094986,selected,moon-phases,moon_phase_first_quarter_copper,selected/moon-phases/archive10_moon_phase_first_quarter_copper__idx18__hf_20260703_003720_cd8f386a-ae56-43a2-befd-3c0349168199.png,Half/quarter moon. Strong.
19,hf_20260703_003725_7fccb7db-169a-4d1d-ab23-5d3de1d1589f.png,2048,2048,RGB,False,3922695,selected,moon-phases,moon_phase_waxing_gibbous_copper,selected/moon-phases/archive10_moon_phase_waxing_gibbous_copper__idx19__hf_20260703_003725_7fccb7db-169a-4d1d-ab23-5d3de1d1589f.png,Gibbous moon with orbital line.
20,hf_20260703_003728_4e8e7813-6891-40d6-afa7-ff54262e8c7d.png,2048,2048,RGB,False,5745528,selected,moon-phases,moon_phase_dark_full_orbital,selected/moon-phases/archive10_moon_phase_dark_full_orbital__idx20__hf_20260703_003728_4e8e7813-6891-40d6-afa7-ff54262e8c7d.png,Dark full/new-ish moon. Useful as moody alternate.
21,hf_20260703_003819_0e35d038-36d1-475a-a45c-e92ad9980e05.png,2048,2048,RGB,False,4832657,selected,moon-phases,moon_phase_full_moon_bright,selected/moon-phases/archive10_moon_phase_full_moon_bright__idx21__hf_20260703_003819_0e35d038-36d1-475a-a45c-e92ad9980e05.png,Bright full moon. Strong but very luminous; use with crop/opacity.
22,hf_20260703_003828_4dec2dd4-cc8c-408a-b869-0f2abc7ff2c7.png,2048,2048,RGB,False,5580220,selected,moon-phases,moon_phase_waning_gibbous_soft,selected/moon-phases/archive10_moon_phase_waning_gibbous_soft__idx22__hf_20260703_003828_4dec2dd4-cc8c-408a-b869-0f2abc7ff2c7.png,Soft full/gibbous moon. Good editorial option.
23,hf_20260703_003830_8ba7a10c-4d88-4052-b1a2-2064bde92631.png,2048,2048,RGB,False,6478979,selected,moon-phases,moon_phase_last_quarter_copper,selected/moon-phases/archive10_moon_phase_last_quarter_copper__idx23__hf_20260703_003830_8ba7a10c-4d88-4052-b1a2-2064bde92631.png,"Half moon with copper orbit, strong close crop."
24,hf_20260703_003835_1ac6fb7a-d4f7-4615-a72d-132d43f6016f.png,2048,2048,RGB,False,5562359,selected,moon-phases,moon_phase_waning_crescent_minimal,selected/moon-phases/archive10_moon_phase_waning_crescent_minimal__idx24__hf_20260703_003835_1ac6fb7a-d4f7-4615-a72d-132d43f6016f.png,Minimal crescent. Good for quiet screens.
25,hf_20260703_003922_ccda12d2-b2c4-49b7-8d8b-98e39f7ca57b.png,2048,2048,RGB,False,7898793,selected,planetary-symbols,planet_sun_copper_corona,selected/planetary-symbols/archive10_planet_sun_copper_corona__idx25__hf_20260703_003922_ccda12d2-b2c4-49b7-8d8b-98e39f7ca57b.png,Sun/solar body. Strong for Sun placement or energy module.
26,hf_20260703_003930_36393e68-4545-470d-ba4e-c3fc130ce1f7.png,2048,2048,RGB,False,6069235,selected,moon-phases,moon_phase_new_moon_dark,selected/moon-phases/archive10_moon_phase_new_moon_dark__idx26__hf_20260703_003930_36393e68-4545-470d-ba4e-c3fc130ce1f7.png,Dark/new moon. Strong for low-noise UI backgrounds.
27,hf_20260703_003935_22932911-5789-4448-86d9-01581b18136e.png,2048,2048,RGB,False,5049870,selected,planetary-symbols,point_ascendant_horizon,selected/planetary-symbols/archive10_point_ascendant_horizon__idx27__hf_20260703_003935_22932911-5789-4448-86d9-01581b18136e.png,Ascendant/horizon candidate. Strong visual metaphor.
28,hf_20260703_003939_2451387d-5bab-41b0-8115-64c83b737df6.png,2048,2048,RGB,False,6993746,selected,planetary-symbols,natal_point_chiron_lilith_or_fortuna_review,selected/planetary-symbols/archive10_natal_point_chiron_lilith_or_fortuna_review__idx28__hf_20260703_003939_2451387d-5bab-41b0-8115-64c83b737df6.png,Strong object but semantic assignment needs final decision.
29,hf_20260703_004023_14eea934-41cd-4877-936f-8004148176cf.png,2048,2048,RGB,False,5722989,selected,planetary-symbols,outer_planet_uranus_or_neptune_ringed,selected/planetary-symbols/archive10_outer_planet_uranus_or_neptune_ringed__idx29__hf_20260703_004023_14eea934-41cd-4877-936f-8004148176cf.png,Outer planet candidate; can serve Uranus/Neptune visual.
30,hf_20260703_004042_c574180f-254d-49ef-9530-8bfcddc126f2.png,2048,2048,RGB,False,6506372,selected,backgrounds,transits_dynamic_orbital_body,selected/backgrounds/archive10_transits_dynamic_orbital_body__idx30__hf_20260703_004042_c574180f-254d-49ef-9530-8bfcddc126f2.png,Dynamic transit visual. Strong for Daily/Transitos.
31,hf_20260703_004047_d9c80e5f-05a1-43a4-899e-1b338900705f.png,2048,2048,RGB,False,5724249,selected,planetary-symbols,planet_saturn_close_ring,selected/planetary-symbols/archive10_planet_saturn_close_ring__idx31__hf_20260703_004047_d9c80e5f-05a1-43a4-899e-1b338900705f.png,Saturn. Strong but close crop.
32,hf_20260703_004139_89953793-5f0f-4ac6-b87c-c3a2c3b0feea.png,2048,2048,RGB,False,6889766,selected,planetary-symbols,planet_saturn_starfield_a,selected/planetary-symbols/archive10_planet_saturn_starfield_a__idx32__hf_20260703_004139_89953793-5f0f-4ac6-b87c-c3a2c3b0feea.png,Saturn/Jupiter-like ringed planet. Strong editorial.
33,hf_20260703_004141_09679c85-60d2-4535-a44d-68ffb80e2cba.png,2048,2048,RGB,False,4425594,selected,planetary-symbols,planet_saturn_soft_a,selected/planetary-symbols/archive10_planet_saturn_soft_a__idx33__hf_20260703_004141_09679c85-60d2-4535-a44d-68ffb80e2cba.png,"Saturn alternate, softer and cleaner."
34,hf_20260703_004145_9eff4a2f-00b4-4198-9f34-61c94e0a2e50.png,2048,2048,RGB,False,4731474,selected,backgrounds,ringed_planet_orbital_backplate,selected/backgrounds/archive10_ringed_planet_orbital_backplate__idx34__hf_20260703_004145_9eff4a2f-00b4-4198-9f34-61c94e0a2e50.png,Ringed planet backplate for onboarding/home hero.
35,hf_20260703_004213_379ab0be-0a86-4466-998e-9d00cb758ddf.png,2048,2048,RGB,False,5709550,selected,planetary-symbols,planet_neptune_or_uranus_cool_ring,selected/planetary-symbols/archive10_planet_neptune_or_uranus_cool_ring__idx35__hf_20260703_004213_379ab0be-0a86-4466-998e-9d00cb758ddf.png,Cool-toned outer planet candidate.
36,hf_20260703_004241_441421cc-aaf0-44d1-904c-69dfd03f6de7.png,2048,2048,RGB,False,5291848,selected,planetary-symbols,planet_pluto_minimal_orbit,selected/planetary-symbols/archive10_planet_pluto_minimal_orbit__idx36__hf_20260703_004241_441421cc-aaf0-44d1-904c-69dfd03f6de7.png,Minimal outer planet/Pluto candidate. Good empty-space asset.
